IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,IP_SRC_ADDR,IP_DST_ADDR,PROTOCOL,L4_SRC_PORT,L4_DST_PORT,TOS,DST_TOS,TCP_FLAGS,start_time,end_time,src_region,dst_region,src_group,dst_group,area,FLOW_SAMPLER_ID,user_scope
78000,1000,0,0,45.76.181.36,116.130.244.174,6,55557,51559,0,0,24,2025-02-10 14:51:37,2025-02-10 14:51:37,0,120000,99,3,120000,,1
164000,1000,0,0,45.76.181.36,116.128.209.135,6,28089,3474,0,0,24,2025-02-10 18:16:49,2025-02-10 18:16:49,0,310000,99,3,310000,,1
175000,1000,0,0,45.76.181.36,220.196.214.152,6,28089,7275,0,0,24,2025-02-10 19:22:43,2025-02-10 19:22:43,0,310000,99,3,310000,,1
18168000,12000,0,0,45.76.181.36,116.128.209.135,6,9998,4981,0,0,16,2025-02-10 13:35:23,2025-02-10 13:35:26,0,310000,99,3,310000,,1
66000,1000,0,0,45.76.181.36,116.128.209.135,6,28089,3474,0,0,16,2025-02-10 14:20:13,2025-02-10 14:20:13,0,310000,99,3,310000,,1
1434000,1000,0,0,45.76.181.36,116.130.244.174,6,55557,61971,0,0,16,2025-02-10 14:03:20,2025-02-10 14:03:20,0,120000,99,3,120000,,1
152000,2000,0,0,45.76.181.36,116.130.244.174,6,22,51535,0,0,24,2025-02-10 18:08:58,2025-02-10 18:08:58,0,120000,99,3,,,1
132000,2000,0,0,116.130.244.174,45.76.181.36,6,55121,55558,0,0,2,2025-02-10 18:51:10,2025-02-10 18:51:10,120000,0,3,99,120000,,1
348000,2000,0,0,116.128.209.135,45.76.181.36,6,3474,28089,0,0,24,2025-02-10 14:24:19,2025-02-10 14:24:19,310000,0,3,99,310000,,1
120000,2000,0,0,116.130.244.174,45.76.181.36,6,51559,55557,0,0,16,2025-02-10 16:29:08,2025-02-10 16:29:08,120000,0,3,99,120000,,1
66000,1000,0,0,45.76.181.36,116.128.209.135,6,28089,3474,0,0,16,2025-02-10 18:11:45,2025-02-10 18:11:45,0,310000,99,3,310000,,1
296000,2000,0,0,45.76.181.36,116.130.244.174,6,22,63263,0,0,24,2025-02-10 19:01:28,2025-02-10 19:01:28,0,120000,99,3,,,1
348000,2000,0,0,116.128.209.135,45.76.181.36,6,3474,28089,0,0,24,2025-02-10 14:28:53,2025-02-10 14:28:53,310000,0,3,99,310000,,1
3028000,2000,0,0,45.76.181.36,116.128.209.135,6,9998,4986,0,0,24,2025-02-10 15:14:34,2025-02-10 15:14:34,0,310000,99,3,310000,,1
1514000,1000,0,0,45.76.181.36,116.128.209.135,6,9998,4988,0,0,16,2025-02-10 15:16:18,2025-02-10 15:16:18,0,310000,99,3,310000,,1
66000,1000,0,0,220.196.214.152,45.76.181.36,6,7275,28089,0,0,16,2025-02-10 19:21:24,2025-02-10 19:21:24,310000,0,3,99,310000,,1
725000,1000,0,0,45.76.181.36,116.130.244.174,6,55557,61971,0,0,24,2025-02-10 14:10:03,2025-02-10 14:10:03,0,120000,99,3,120000,,1
30280000,20000,0,0,45.76.181.36,116.128.209.135,6,9998,4984,0,0,16,2025-02-10 15:06:14,2025-02-10 15:06:16,0,310000,99,3,310000,,1
104000,2000,0,0,116.128.209.135,45.76.181.36,6,4982,9998,0,0,16,2025-02-10 15:04:20,2025-02-10 15:04:20,310000,0,3,99,310000,,1
10598000,7000,0,0,45.76.181.36,116.128.209.135,6,9998,4987,0,0,16,2025-02-10 15:15:14,2025-02-10 15:15:15,0,310000,99,3,310000,,1
78000,1000,0,0,116.128.209.135,45.76.181.36,6,4982,9998,0,0,16,2025-02-10 15:04:31,2025-02-10 15:04:31,310000,0,3,99,310000,,1
104000,2000,0,0,116.128.209.135,45.76.181.36,6,4981,9998,0,0,16,2025-02-10 13:35:15,2025-02-10 13:35:15,310000,0,3,99,310000,,1
104000,2000,0,0,45.76.181.36,116.128.209.135,6,28089,3474,0,0,16,2025-02-10 13:55:50,2025-02-10 13:55:50,0,310000,99,3,,,1
3126000,3000,0,0,111.198.221.98,45.76.181.36,6,53038,22,0,0,24,2025-02-10 22:03:16,2025-02-10 22:03:16,110000,0,3,99,110000,,1
60000,1000,0,0,45.76.181.36,116.130.244.174,6,55557,51559,0,0,16,2025-02-10 18:32:08,2025-02-10 18:32:08,0,120000,99,3,120000,,1
24000000,16000,0,0,45.76.181.36,116.128.209.135,6,9998,4984,0,0,16,2025-02-10 15:06:08,2025-02-10 15:06:10,0,310000,99,3,,,1
296000,2000,0,0,45.76.181.36,116.128.209.135,6,28089,3474,0,0,24,2025-02-10 14:31:45,2025-02-10 14:31:45,0,310000,99,3,,,1
104000,2000,0,0,116.128.209.135,45.76.181.36,6,3474,28089,0,0,16,2025-02-10 16:59:55,2025-02-10 16:59:55,310000,0,3,99,310000,,1
12112000,8000,0,0,45.76.181.36,116.128.209.135,6,9998,4989,0,0,24,2025-02-10 18:42:41,2025-02-10 18:43:35,0,310000,99,3,310000,,1
3028000,2000,0,0,45.76.181.36,220.196.214.152,6,9998,5805,0,0,24,2025-02-10 18:59:35,2025-02-10 18:59:44,0,310000,99,3,310000,,1
60000,1000,0,0,45.76.181.36,116.130.244.174,6,55557,60572,0,0,16,2025-02-10 13:35:48,2025-02-10 13:35:48,0,120000,99,3,120000,,1
180000,2000,0,0,116.130.244.174,45.76.181.36,6,51535,22,0,0,24,2025-02-10 14:55:17,2025-02-10 14:55:17,120000,0,3,99,120000,,1
15000000,10000,0,0,45.76.181.36,116.128.209.135,6,9998,4985,0,0,24,2025-02-10 15:14:10,2025-02-10 15:14:11,0,310000,99,3,,,1
78000,1000,0,0,45.76.181.36,116.130.244.174,6,55557,51559,0,0,24,2025-02-10 14:51:37,2025-02-10 14:51:37,0,120000,99,3,120000,,1
60000,1000,0,0,45.76.181.36,116.130.244.174,6,55557,61971,0,0,16,2025-02-10 14:13:33,2025-02-10 14:13:33,0,120000,99,3,120000,,1
66000,1000,0,0,116.128.209.135,45.76.181.36,6,3039,28089,0,0,16,2025-02-10 13:33:27,2025-02-10 13:33:27,310000,0,3,99,310000,,1
144000,2000,0,0,220.196.214.152,45.76.181.36,6,5805,9998,0,0,16,2025-02-10 18:59:27,2025-02-10 18:59:40,310000,0,3,99,310000,,1
328000,2000,0,0,45.76.181.36,116.128.209.135,6,28089,3474,0,0,24,2025-02-10 13:38:31,2025-02-10 13:38:31,0,310000,99,3,,,1
78000,1000,0,0,45.76.181.36,116.130.244.174,6,55557,61971,0,0,24,2025-02-10 13:47:10,2025-02-10 13:47:10,0,120000,99,3,120000,,1
120000,2000,0,0,116.130.244.174,45.76.181.36,6,51535,22,0,0,16,2025-02-10 15:20:42,2025-02-10 15:20:42,120000,0,3,99,120000,,1
104000,2000,0,0,45.76.181.36,220.196.214.152,6,28089,7275,0,0,16,2025-02-10 19:10:29,2025-02-10 19:10:29,0,310000,99,3,,,1
132000,2000,0,0,116.130.244.174,45.76.181.36,6,55100,55558,0,0,2,2025-02-10 18:50:51,2025-02-10 18:50:51,120000,0,3,99,120000,,1
60000,1000,0,0,45.76.181.36,116.130.244.174,6,55557,61971,0,0,16,2025-02-10 14:30:35,2025-02-10 14:30:35,0,120000,99,3,120000,,1
60000,1000,0,0,45.76.181.36,116.130.244.174,6,55557,51559,0,0,16,2025-02-10 18:30:34,2025-02-10 18:30:34,0,120000,99,3,120000,,1
180000,2000,0,0,116.130.244.174,45.76.181.36,6,54015,22,0,0,24,2025-02-10 18:51:35,2025-02-10 18:51:35,120000,0,3,99,120000,,1
6000000,4000,0,0,45.76.181.36,116.128.209.135,6,9998,4987,0,0,16,2025-02-10 15:15:09,2025-02-10 15:15:10,0,310000,99,3,,,1
104000,2000,0,0,116.128.209.135,45.76.181.36,6,3474,28089,0,0,16,2025-02-10 14:39:13,2025-02-10 14:39:13,310000,0,3,99,310000,,1
142000,2000,0,0,116.128.209.135,45.76.181.36,6,3034,9999,0,0,24,2025-02-10 14:55:31,2025-02-10 14:55:31,310000,0,3,99,310000,,1
66000,1000,0,0,116.128.209.135,45.76.181.36,6,4986,9998,0,0,16,2025-02-10 15:14:34,2025-02-10 15:14:34,310000,0,3,99,310000,,1
60000,1000,0,0,45.76.181.36,116.130.244.174,6,55557,61971,0,0,16,2025-02-10 13:59:29,2025-02-10 13:59:29,0,120000,99,3,120000,,1
66000,1000,0,0,116.128.209.135,45.76.181.36,6,3039,28089,0,0,16,2025-02-10 13:18:32,2025-02-10 13:18:32,310000,0,3,99,310000,,1
201000,1000,0,0,116.128.209.135,45.76.181.36,6,3474,28089,0,0,24,2025-02-10 14:31:38,2025-02-10 14:31:38,310000,0,3,99,310000,,1
66000,1000,0,0,45.76.181.36,220.196.214.152,6,28089,7275,0,0,16,2025-02-10 19:18:31,2025-02-10 19:18:31,0,310000,99,3,310000,,1
104000,2000,0,0,116.128.209.135,45.76.181.36,6,3474,28089,0,0,16,2025-02-10 14:06:58,2025-02-10 14:06:58,310000,0,3,99,310000,,1
170000,1000,0,0,45.76.181.36,116.130.244.174,6,22,55144,0,0,24,2025-02-10 19:33:01,2025-02-10 19:33:01,0,120000,99,3,120000,,1
86000,1000,0,0,45.76.181.36,116.130.244.174,6,55558,55793,0,0,24,2025-02-10 19:24:05,2025-02-10 19:24:05,0,120000,99,3,120000,,1
164000,2000,0,0,116.128.209.135,45.76.181.36,6,4988,9998,0,0,16,2025-02-10 15:16:17,2025-02-10 15:16:17,310000,0,3,99,310000,,1
66000,1000,0,0,45.76.181.36,116.128.209.135,6,28089,3474,0,0,16,2025-02-10 13:42:44,2025-02-10 13:42:44,0,310000,99,3,310000,,1
66000,1000,0,0,45.76.181.36,116.128.209.135,6,28089,3039,0,0,16,2025-02-10 13:18:04,2025-02-10 13:18:04,0,310000,99,3,310000,,1
174000,1000,0,0,45.76.181.36,116.128.209.135,6,28089,3474,0,0,24,2025-02-10 14:07:02,2025-02-10 14:07:02,0,310000,99,3,310000,,1
120000,2000,0,0,116.130.244.174,45.76.181.36,6,61971,55557,0,0,24,2025-02-10 14:28:27,2025-02-10 14:28:27,120000,0,3,99,120000,,1
144000,2000,0,0,220.196.214.152,45.76.181.36,6,5805,9998,0,0,16,2025-02-10 18:55:37,2025-02-10 18:55:49,310000,0,3,99,310000,,1
3000000,2000,0,0,45.76.181.36,220.196.214.152,6,9998,5805,0,0,16,2025-02-10 18:58:12,2025-02-10 18:58:12,0,310000,99,3,,,1
120000,2000,0,0,116.130.244.174,45.76.181.36,6,61971,55557,0,0,24,2025-02-10 14:39:02,2025-02-10 14:39:02,120000,0,3,99,120000,,1
1434000,1000,0,0,45.76.181.36,116.130.244.174,6,55557,61971,0,0,16,2025-02-10 14:03:20,2025-02-10 14:03:20,0,120000,99,3,120000,,1
60000,1000,0,0,45.76.181.36,116.130.244.174,6,55557,51559,0,0,16,2025-02-10 14:51:03,2025-02-10 14:51:03,0,120000,99,3,120000,,1
725000,1000,0,0,45.76.181.36,116.130.244.174,6,55557,61971,0,0,24,2025-02-10 14:10:03,2025-02-10 14:10:03,0,120000,99,3,120000,,1
180000,1000,0,0,45.76.181.36,116.128.209.135,6,28089,3474,0,0,24,2025-02-10 13:44:56,2025-02-10 13:44:56,0,310000,99,3,310000,,1
66000,1000,0,0,116.128.209.135,45.76.181.36,6,3474,28089,0,0,16,2025-02-10 14:54:23,2025-02-10 14:54:23,310000,0,3,99,310000,,1
210000,3000,0,0,116.128.209.135,45.76.181.36,6,4984,9998,0,0,16,2025-02-10 15:06:14,2025-02-10 15:06:16,310000,0,3,99,310000,,1
104000,2000,0,0,45.76.181.36,116.128.209.135,6,28089,3474,0,0,16,2025-02-10 14:56:36,2025-02-10 14:56:36,0,310000,99,3,,,1
9000000,6000,0,0,45.76.181.36,116.128.209.135,6,9998,4989,0,0,24,2025-02-10 18:43:21,2025-02-10 18:43:34,0,310000,99,3,,,1
232000,4000,0,0,116.128.209.135,45.76.181.36,6,4989,9998,0,0,16,2025-02-10 18:42:26,2025-02-10 18:42:47,310000,0,3,99,310000,,1
60000,1000,0,0,45.76.181.36,116.130.244.174,6,55557,61971,0,0,16,2025-02-10 14:13:33,2025-02-10 14:13:33,0,120000,99,3,120000,,1
310000,2000,0,0,45.76.181.36,116.128.209.135,6,28089,3474,0,0,24,2025-02-10 14:22:58,2025-02-10 14:22:58,0,310000,99,3,,,1
60000,1000,0,0,45.76.181.36,116.130.244.174,6,55557,51559,0,0,16,2025-02-10 14:51:03,2025-02-10 14:51:03,0,120000,99,3,120000,,1
10598000,7000,0,0,45.76.181.36,220.196.214.152,6,9998,5806,0,0,24,2025-02-10 19:04:00,2025-02-10 19:04:27,0,310000,99,3,310000,,1
86000,1000,0,0,45.76.181.36,116.130.244.174,6,55557,61971,0,0,24,2025-02-10 13:57:57,2025-02-10 13:57:57,0,120000,99,3,120000,,1
180000,2000,0,0,116.130.244.174,45.76.181.36,6,51535,22,0,0,24,2025-02-10 18:32:14,2025-02-10 18:32:14,120000,0,3,99,120000,,1
144000,2000,0,0,116.128.209.135,45.76.181.36,6,4989,9998,0,0,16,2025-02-10 18:43:05,2025-02-10 18:43:14,310000,0,3,99,310000,,1
66000,1000,0,0,116.128.209.135,45.76.181.36,6,4981,9998,0,0,16,2025-02-10 13:35:23,2025-02-10 13:35:23,310000,0,3,99,310000,,1
544000,10000,0,0,116.128.209.135,45.76.181.36,6,4984,9998,0,0,16,2025-02-10 15:06:06,2025-02-10 15:06:08,310000,0,3,99,310000,,1
104000,2000,0,0,116.128.209.135,45.76.181.36,6,4989,9998,0,0,16,2025-02-10 18:43:41,2025-02-10 18:43:41,310000,0,3,99,310000,,1
